cell_id,time_sec,F340_F380_ratio
cell_06,1.0,0.8915
cell_06,1.5,0.8969
cell_06,2.0,0.9164
cell_06,2.5,0.916
cell_06,3.0,0.8812
cell_06,3.5,0.9169
cell_06,4.0,0.9017
cell_06,4.5,0.9465
cell_06,5.0,0.9187
cell_06,5.5,0.9221
cell_06,6.0,0.9227
cell_06,6.5,0.8894
cell_06,7.0,0.9526
cell_06,7.5,0.8812
cell_06,8.0,0.9296
cell_06,8.5,0.9261
cell_06,9.0,0.9042
cell_06,9.5,0.927
cell_06,10.0,0.9074
cell_06,10.5,0.9002
cell_06,11.0,0.9231
cell_06,11.5,0.8936
cell_06,12.0,0.9092
cell_06,12.5,0.9018
cell_06,13.0,0.907
cell_06,13.5,0.9224
cell_06,14.0,0.9018
cell_06,14.5,0.9099
cell_06,15.0,0.9036
cell_06,15.5,0.9426
cell_06,16.0,0.9206
cell_06,16.5,0.9181
cell_06,17.0,0.9274
cell_06,17.5,0.9018
cell_06,18.0,0.9309
cell_06,18.5,0.9206
cell_06,19.0,0.8825
cell_06,19.5,0.8851
cell_06,20.0,0.9023
cell_06,20.5,0.8873
cell_06,21.0,0.9089
cell_06,21.5,0.8934
cell_06,22.0,0.9118
cell_06,22.5,0.9419
cell_06,23.0,0.9127
cell_06,23.5,0.9076
cell_06,24.0,0.9215
cell_06,24.5,0.8998
cell_06,25.0,0.9306
cell_06,25.5,0.9236
cell_06,26.0,0.9145
cell_06,26.5,0.9168
cell_06,27.0,0.9545
cell_06,27.5,0.9326
cell_06,28.0,0.9577
cell_06,28.5,0.9243
cell_06,29.0,0.8843
cell_06,29.5,0.9085
cell_06,30.0,0.8797
cell_06,30.5,1.1968
cell_06,31.0,1.4027
cell_06,31.5,1.5167
cell_06,32.0,1.6258
cell_06,32.5,1.6799499999999998
cell_06,33.0,1.7341
cell_06,33.5,1.7607
cell_06,34.0,1.8246
cell_06,34.5,1.8049
cell_06,35.0,1.786
cell_06,35.5,1.7518
cell_06,36.0,1.7868
cell_06,36.5,1.7369
cell_06,37.0,1.7664
cell_06,37.5,1.7235
cell_06,38.0,1.6664
cell_06,38.5,1.644
cell_06,39.0,1.6683
cell_06,39.5,1.6079
cell_06,40.0,1.5752
cell_06,40.5,1.5624
cell_06,41.0,1.5284
cell_06,41.5,1.521
cell_06,42.0,1.4927
cell_06,42.5,1.4904
cell_06,43.0,1.4444
cell_06,43.5,1.4145
cell_06,44.0,1.4059
cell_06,44.5,1.3871
cell_06,45.0,1.3747
cell_06,45.5,1.3716
cell_06,46.0,1.3538
cell_06,46.5,1.35
cell_06,47.0,1.2943
cell_06,47.5,1.3033
cell_06,48.0,1.2957
cell_06,48.5,1.2538
cell_06,49.0,1.2498
cell_06,49.5,1.2061
cell_06,50.0,1.2468
cell_06,50.5,1.2125
cell_06,51.0,1.2215
cell_06,51.5,1.20075
cell_06,52.0,1.18
cell_06,52.5,1.1416
cell_06,53.0,1.1354
cell_06,53.5,1.1023
cell_06,54.0,1.1339
cell_06,54.5,1.1819
cell_06,55.0,1.1022
cell_06,55.5,1.0672
cell_06,56.0,1.1313
cell_06,56.5,1.1518
cell_06,57.0,1.1033
cell_06,57.5,1.0961
cell_06,58.0,1.0775
cell_06,58.5,1.0414
cell_06,59.0,1.0421
cell_06,59.5,1.0588
cell_06,60.0,1.0492
cell_06,60.5,1.0516
cell_06,61.0,1.0652
cell_06,61.5,1.0318
cell_06,62.0,1.0556
cell_06,62.5,1.0223
cell_06,63.0,1.0501
cell_06,63.5,1.0267
cell_06,64.0,1.012
cell_06,64.5,1.0181
cell_06,65.0,1.0069
cell_06,65.5,1.0113
cell_06,66.0,1.0206
cell_06,66.5,1.0002
cell_06,67.0,0.9912
cell_06,67.5,0.9729
cell_06,68.0,1.0039
cell_06,68.5,0.9963
cell_06,69.0,0.9628
cell_06,69.5,1.0004
cell_06,70.0,0.9571
cell_06,70.5,0.9991
cell_06,71.0,0.9898
cell_06,71.5,0.9821
cell_06,72.0,0.9639
cell_06,72.5,0.9808
cell_06,73.0,0.9887
cell_06,73.5,0.977
cell_06,74.0,0.9498
cell_06,74.5,0.9667
cell_06,75.0,0.9822
cell_06,75.5,1.0018
cell_06,76.0,0.952
cell_06,76.5,0.9717
cell_06,77.0,0.9757
cell_06,77.5,0.9352
cell_06,78.0,0.9857
cell_06,78.5,0.9274
cell_06,79.0,0.9635
cell_06,79.5,0.9522
cell_06,80.0,0.946
cell_06,80.5,0.9946
cell_06,81.0,0.9365
cell_06,81.5,0.9351
cell_06,82.0,0.967
cell_06,82.5,0.9546
cell_06,83.0,0.9641
cell_06,83.5,0.9398
cell_06,84.0,0.9429
cell_06,84.5,0.9737
cell_06,85.0,0.9182
cell_06,85.5,0.932
cell_06,86.0,0.9493
cell_06,86.5,0.9287
cell_06,87.0,0.9205
cell_06,87.5,0.9435
cell_06,88.0,0.9572
cell_06,88.5,0.9271
cell_06,89.0,0.9259
cell_06,89.5,0.9157
cell_06,90.0,0.9222
cell_06,90.5,0.9492
cell_06,91.0,0.9287
cell_06,91.5,0.9104
cell_06,92.0,0.9313
cell_06,92.5,0.9466
cell_06,93.0,0.9139
cell_06,93.5,0.8981
cell_06,94.0,0.9681
cell_06,94.5,0.8963
cell_06,95.0,0.9163
cell_06,95.5,0.9278
cell_06,96.0,0.9173
cell_06,96.5,0.9209
cell_06,97.0,0.9336
cell_06,97.5,0.874
cell_06,98.0,0.8961
cell_06,98.5,0.9221
cell_06,99.0,0.9128
cell_06,99.5,0.9232
cell_07,0.0,1.0459
cell_07,0.5,1.0363
cell_07,1.0,1.0292
cell_07,1.5,1.0435
cell_07,2.0,1.0216
cell_07,2.5,1.0045
cell_07,3.0,1.0189
cell_07,3.5,1.0072
cell_07,4.0,1.0086
cell_07,4.5,1.0193
cell_07,5.0,1.0063
cell_07,5.5,1.016
cell_07,6.0,0.9843
cell_07,6.5,1.0264
cell_07,7.0,1.0222
cell_07,7.5,1.0058
cell_07,8.0,1.0353
cell_07,8.5,1.0409
cell_07,9.0,0.99
cell_07,9.5,1.0069
cell_07,10.0,1.0068
cell_07,10.5,1.0033
cell_07,11.0,1.0387
cell_07,11.5,1.0183
cell_07,12.0,1.0169
cell_07,12.5,0.9821
cell_07,13.0,1.0349
cell_07,13.5,0.9974
cell_07,14.0,1.0233
cell_07,14.5,1.0277
cell_07,15.0,1.0494
cell_07,15.5,0.996
cell_07,16.0,0.9618
cell_07,16.5,1.0258
cell_07,17.0,1.0582
cell_07,17.5,1.0469
cell_07,18.0,1.0263
cell_07,18.5,1.0123
cell_07,19.0,1.0383
cell_07,19.5,1.0027
cell_07,20.0,1.0317
cell_07,20.5,1.0323
cell_07,21.0,1.0433
cell_07,21.5,1.0773
cell_07,22.0,1.03
cell_07,22.5,1.012
cell_07,23.0,1.0216
cell_07,23.5,0.9868
cell_07,24.0,1.0082
cell_07,24.5,1.014
cell_07,25.0,1.0117
cell_07,25.5,1.0252
cell_07,26.0,1.0057
cell_07,26.5,1.0446
cell_07,27.0,1.0221
cell_07,27.5,1.022
cell_07,28.0,1.0156
cell_07,28.5,1.0252
cell_07,29.0,1.0386
cell_07,29.5,1.0048
cell_07,30.0,1.009
cell_07,30.5,1.1019
cell_07,31.0,1.1507
cell_07,31.5,1.2172
cell_07,32.0,1.2688
cell_07,32.5,1.3312
cell_07,33.0,1.3464
cell_07,33.5,1.366
cell_07,34.0,1.3947
cell_07,34.5,1.386
cell_07,35.0,1.404
cell_07,35.5,1.3984
cell_07,36.0,1.4076
cell_07,36.5,1.3905
cell_07,37.0,1.3515
cell_07,37.5,1.3943
cell_07,38.0,1.4211
cell_07,38.5,1.406
cell_07,39.0,1.4009
cell_07,39.5,1.3999
cell_07,40.0,1.3702
cell_07,40.5,1.3652
cell_07,41.0,1.3416
cell_07,41.5,1.3402
cell_07,42.0,1.3513
cell_07,42.5,1.3555
cell_07,43.0,1.321
cell_07,43.5,1.3073
cell_07,44.0,1.3088
cell_07,44.5,1.3135
cell_07,45.0,1.2653
cell_07,45.5,1.2411
cell_07,46.0,1.269
cell_07,46.5,1.2487
cell_07,47.0,1.2563
cell_07,47.5,1.2569
cell_07,48.0,1.2443
cell_07,48.5,1.2761
cell_07,49.0,1.2475
cell_07,49.5,1.241
cell_07,50.0,1.2416
cell_07,50.5,1.2006
cell_07,51.0,1.2387
cell_07,51.5,1.211
cell_07,52.0,1.2206
cell_07,52.5,1.1807
cell_07,53.0,1.166
cell_07,53.5,1.2086
cell_07,54.0,1.1951
cell_07,54.5,1.1649
cell_07,55.0,1.1611
cell_07,55.5,1.1966
cell_07,56.0,1.1461
cell_07,56.5,1.1987
cell_07,57.0,1.1438
cell_07,57.5,1.1707
cell_07,58.0,1.1476
cell_07,58.5,1.1625
cell_07,59.0,1.136
cell_07,59.5,1.1402
cell_07,60.0,1.1409
cell_07,60.5,1.1167
cell_07,61.0,1.1484
cell_07,61.5,1.1202
cell_07,62.0,1.1229
cell_07,62.5,1.1046
cell_07,63.0,1.0704
cell_07,63.5,1.1151
cell_07,64.0,1.1644
cell_07,64.5,1.1293
cell_07,65.0,1.1106
cell_07,65.5,1.1033
cell_07,66.0,1.1066
cell_07,66.5,1.1147
cell_07,67.0,1.0779
cell_07,67.5,1.1216
cell_07,68.0,1.1115
cell_07,68.5,1.1094
cell_07,69.0,1.1018
cell_07,69.5,1.0915
cell_07,70.0,1.1026
cell_07,70.5,1.0991
cell_07,71.0,1.0784
cell_07,71.5,1.0722
cell_07,72.0,1.084
cell_07,72.5,1.1113
cell_07,73.0,1.0539
cell_07,73.5,1.0478
cell_07,74.0,1.0789
cell_07,74.5,1.0751
cell_07,75.0,1.0761
cell_07,75.5,1.0761
cell_07,76.0,1.0654
cell_07,76.5,1.0983
cell_07,77.0,1.0352
cell_07,77.5,1.0494
cell_07,78.0,1.0627
cell_07,78.5,1.0307
cell_07,79.0,1.0589
cell_07,79.5,1.0945
cell_07,80.0,1.0606
cell_07,80.5,1.0638
cell_07,81.0,1.0329
cell_07,81.5,1.0448
cell_07,82.0,1.0486
cell_07,82.5,1.06425
cell_07,83.0,1.0799
cell_07,83.5,1.0645
cell_07,84.0,1.0303
cell_07,84.5,1.0566
cell_07,85.0,1.0608
cell_07,85.5,1.0728
cell_07,86.0,1.0809
cell_07,86.5,1.0282
cell_07,87.0,1.0316
cell_07,87.5,1.0219
cell_07,88.0,1.0417
cell_07,88.5,1.055
cell_07,89.0,1.0648
cell_07,89.5,1.0429
cell_07,90.0,1.0374
cell_07,90.5,1.0462
cell_07,91.0,1.0259
cell_07,91.5,1.0838
cell_07,92.0,1.0093
cell_07,92.5,1.0446
cell_07,93.0,1.0809
cell_07,93.5,1.04
cell_07,94.0,1.0356
cell_07,94.5,1.0318
cell_07,95.0,1.0348
cell_07,95.5,1.0654
cell_07,96.0,0.9933
cell_07,96.5,1.0678
cell_07,97.0,1.0082
cell_07,97.5,1.031
cell_07,98.0,1.0391499999999998
cell_07,98.5,1.0473
cell_07,99.0,1.0032
cell_07,99.5,1.044
cell_08,0.0,0.8149
cell_08,0.5,0.8354
cell_08,1.0,0.8335
cell_08,1.5,0.8434
cell_08,2.0,0.8349
cell_08,2.5,0.8376
cell_08,3.0,0.8518
cell_08,3.5,0.8167
cell_08,4.0,0.8537
cell_08,4.5,0.8618
cell_08,5.0,0.8717
cell_08,5.5,0.7961
cell_08,6.0,0.8353
cell_08,6.5,0.7997
cell_08,7.0,0.7903
cell_08,7.5,0.8419
cell_08,8.0,0.831
cell_08,8.5,0.845
cell_08,9.0,0.8487
cell_08,9.5,0.8639
cell_08,10.0,0.8401
cell_08,10.5,0.8974
cell_08,11.0,0.8451
cell_08,11.5,0.8758
cell_08,12.0,0.7923
cell_08,12.5,0.866
cell_08,13.0,0.833
cell_08,13.5,0.8
cell_08,14.0,0.8474
cell_08,14.5,0.8329
cell_08,15.0,0.8506
cell_08,15.5,0.8592
cell_08,16.0,0.8092
cell_08,16.5,0.8593
cell_08,17.0,0.8391
cell_08,17.5,0.866
cell_08,18.0,0.8349
cell_08,18.5,0.8371999999999999
cell_08,19.0,0.8395
cell_08,19.5,0.841
cell_08,20.0,0.8257
cell_08,20.5,0.8291
cell_08,21.0,0.8144
cell_08,21.5,0.8303
cell_08,22.0,0.8525
cell_08,22.5,0.8362
cell_08,23.0,0.8592
cell_08,23.5,0.8353
cell_08,24.0,0.8104
cell_08,24.5,0.81795
cell_08,25.0,0.8255
cell_08,25.5,0.8343
cell_08,26.0,0.8637
cell_08,26.5,0.8158
cell_08,27.0,0.8423
cell_08,27.5,0.8382
cell_08,28.0,0.853
cell_08,28.5,0.8561
cell_08,29.0,0.8443
cell_08,29.5,0.8318
cell_08,30.0,0.8484
cell_08,30.5,1.0045
cell_08,31.0,1.0899
cell_08,31.5,1.1759
cell_08,32.0,1.2614
cell_08,32.5,1.3117
cell_08,33.0,1.3287
cell_08,33.5,1.3941
cell_08,34.0,1.3876
cell_08,34.5,1.4399
cell_08,35.0,1.4283
cell_08,35.5,1.4519
cell_08,36.0,1.4617
cell_08,36.5,1.5025
cell_08,37.0,1.4649
cell_08,37.5,1.4719
cell_08,38.0,1.4748
cell_08,38.5,1.4384
cell_08,39.0,1.4245
cell_08,39.5,1.3868
cell_08,40.0,1.3945
cell_08,40.5,1.3705
cell_08,41.0,1.3648
cell_08,41.5,1.3978
cell_08,42.0,1.3502
cell_08,42.5,1.3179
cell_08,43.0,1.3503
cell_08,43.5,1.3295
cell_08,44.0,1.3182
cell_08,44.5,1.2457
cell_08,45.0,1.3128
cell_08,45.5,1.2509
cell_08,46.0,1.2661
cell_08,46.5,1.2896
cell_08,47.0,1.2712
cell_08,47.5,1.1977
cell_08,48.0,1.1777
cell_08,48.5,1.2249
cell_08,49.0,1.189
cell_08,49.5,1.1663
cell_08,50.0,1.1792
cell_08,50.5,1.1542
cell_08,51.0,1.1624
cell_08,51.5,1.1409
cell_08,52.0,1.1454
cell_08,52.5,1.1047
cell_08,53.0,1.143
cell_08,53.5,1.1205
cell_08,54.0,1.1118
cell_08,54.5,1.0691
cell_08,55.0,1.1182
cell_08,55.5,1.0769
cell_08,56.0,1.0849
cell_08,56.5,1.0572
cell_08,57.0,1.0624
cell_08,57.5,1.0568
cell_08,58.0,0.9884
cell_08,58.5,1.0505
cell_08,59.0,1.0724
cell_08,59.5,1.0383
cell_08,60.0,1.0029
cell_08,60.5,1.0298
cell_08,61.0,1.0329
cell_08,61.5,1.0169
cell_08,62.0,1.0004
cell_08,62.5,0.9923
cell_08,63.0,0.9877
cell_08,63.5,1.0021
cell_08,64.0,0.9557
cell_08,64.5,0.9723
cell_08,65.0,1.0076
cell_08,65.5,1.0044
cell_08,66.0,0.9383
cell_08,66.5,0.9415
cell_08,67.0,0.9551
cell_08,67.5,0.9749
cell_08,68.0,0.9171
cell_08,68.5,0.9492
cell_08,69.0,0.9376
cell_08,69.5,0.9705
cell_08,70.0,0.9074
cell_08,70.5,0.91735
cell_08,71.0,0.9273
cell_08,71.5,0.9618
cell_08,72.0,0.9417
cell_08,72.5,0.9154
cell_08,73.0,0.9416
cell_08,73.5,0.9143
cell_08,74.0,0.9397
cell_08,74.5,0.9126
cell_08,75.0,0.9362
cell_08,75.5,0.9216
cell_08,76.0,0.976
cell_08,76.5,0.9076
cell_08,77.0,0.9143
cell_08,77.5,0.8951
cell_08,78.0,0.9029
cell_08,78.5,0.847
cell_08,79.0,0.9085
cell_08,79.5,0.9243
cell_08,80.0,0.9037
cell_08,80.5,0.8679
cell_08,81.0,0.8765
cell_08,81.5,0.8424
cell_08,82.0,0.9091
cell_08,82.5,0.8679
cell_08,83.0,0.8861
cell_08,83.5,0.8822
cell_08,84.0,0.9137
cell_08,84.5,0.8843
cell_08,85.0,0.8975
cell_08,85.5,0.8911
cell_08,86.0,0.9061
cell_08,86.5,0.873
cell_08,87.0,0.9141
cell_08,87.5,0.8359
cell_08,88.0,0.8917
cell_08,88.5,0.8562
cell_08,89.0,0.8627
cell_08,89.5,0.8829
cell_08,90.0,0.8818
cell_08,90.5,0.8818
cell_08,91.0,0.8411
cell_08,91.5,0.8969
cell_08,92.0,0.87395
cell_08,92.5,0.851
cell_08,93.0,0.8783
cell_08,93.5,0.859
cell_08,94.0,0.8702
cell_08,94.5,0.8202
cell_08,95.0,0.8683
cell_08,95.5,0.8663
cell_08,96.0,0.8511
cell_08,96.5,0.8191
cell_08,97.0,0.8557
cell_08,97.5,0.8586
cell_08,98.0,0.8514
cell_08,98.5,0.8215
cell_08,99.0,0.8896
cell_08,99.5,0.8443
cell_09,0.0,0.9998
cell_09,0.5,0.9953
cell_09,1.0,0.9664
cell_09,1.5,1.0154
cell_09,2.0,0.9755
cell_09,2.5,0.9781
cell_09,3.0,0.9685
cell_09,3.5,1.0013
cell_09,4.0,0.9553
cell_09,4.5,0.9966
cell_09,5.0,1.0037
cell_09,5.5,0.992
cell_09,6.0,0.994
cell_09,6.5,0.9934
cell_09,7.0,0.9578
cell_09,7.5,1.0039
cell_09,8.0,0.9645
cell_09,8.5,0.9709
cell_09,9.0,0.9641
cell_09,9.5,0.979
cell_09,10.0,0.9569
cell_09,10.5,0.9675
cell_09,11.0,0.94
cell_09,11.5,0.9865
cell_09,12.0,0.9751
cell_09,12.5,0.9543
cell_09,13.0,0.9493
cell_09,13.5,0.97
cell_09,14.0,1.5375
cell_09,14.5,0.9566
cell_09,15.0,0.9759
cell_09,15.5,0.9349
cell_09,16.0,0.957
cell_09,16.5,0.9544
cell_09,17.0,0.9447
cell_09,17.5,0.935
cell_09,18.0,0.9679
cell_09,18.5,0.9301
cell_09,19.0,0.9043
cell_09,19.5,0.9519
cell_09,20.0,0.9135
cell_09,20.5,0.9499
cell_09,21.0,0.9612
cell_09,21.5,0.9456
cell_09,22.0,0.9529
cell_09,22.5,0.9704
cell_09,23.0,0.9478
cell_09,23.5,0.9336
cell_09,24.0,0.9582
cell_09,24.5,0.9591
cell_09,25.0,0.9579
cell_09,25.5,0.9111
cell_09,26.0,0.8924
cell_09,26.5,0.9069
cell_09,27.0,0.9305
cell_09,27.5,0.9181
cell_09,28.0,0.9093
cell_09,28.5,0.9231
cell_09,29.0,0.881
cell_09,29.5,0.9117
cell_09,30.0,0.9298
cell_09,30.5,0.9685
cell_09,31.0,1.0081
cell_09,31.5,1.0529
cell_09,32.0,1.0384
cell_09,32.5,1.0394
cell_09,33.0,1.0844
cell_09,33.5,1.0888
cell_09,34.0,1.0785
cell_09,34.5,1.0641
cell_09,35.0,1.0658
cell_09,35.5,1.0376
cell_09,36.0,1.0818
cell_09,36.5,1.077
cell_09,37.0,1.0246
cell_09,37.5,1.0632
cell_09,38.0,1.0488
cell_09,38.5,1.015
cell_09,39.0,1.006
cell_09,39.5,1.0322
cell_09,40.0,1.0114
cell_09,40.5,1.0504
cell_09,41.0,1.0278
cell_09,41.5,1.0129
cell_09,42.0,1.0087
cell_09,42.5,1.0198
cell_09,43.0,1.0051
cell_09,43.5,0.9932
cell_09,44.0,0.9588
cell_09,44.5,1.0348
cell_09,45.0,0.9469
cell_09,45.5,0.9581
cell_09,46.0,0.9267
cell_09,46.5,0.9662
cell_09,47.0,0.9541
cell_09,47.5,0.9621
cell_09,48.0,0.9078
cell_09,48.5,0.9608
cell_09,49.0,0.9183
cell_09,49.5,0.9275
cell_09,50.0,0.9452
cell_09,50.5,0.928
cell_09,51.0,0.9257
cell_09,51.5,0.9313
cell_09,52.0,0.9203
cell_09,52.5,0.9013
cell_09,53.0,0.9013
cell_09,53.5,0.9054
cell_09,54.0,0.8799
cell_09,54.5,0.9144
cell_09,55.0,0.897
cell_09,55.5,0.8895
cell_09,56.0,0.9086
cell_09,56.5,0.8793
cell_09,57.0,0.8749
cell_09,57.5,0.8658
cell_09,58.0,0.8794
cell_09,58.5,0.8758
cell_09,59.0,0.8534
cell_09,59.5,0.8603
cell_09,60.0,0.8478
cell_09,60.5,0.8441
cell_09,61.0,0.8208
cell_09,61.5,0.8481
cell_09,62.0,0.816
cell_09,62.5,0.8381
cell_09,63.0,0.8325
cell_09,63.5,0.8632
cell_09,64.0,0.8194
cell_09,64.5,0.8219
cell_09,65.0,0.827
cell_09,65.5,0.8206
cell_09,66.0,0.8571
cell_09,66.5,-0.1729
cell_09,67.0,0.8174
cell_09,67.5,0.8293
cell_09,68.0,0.8379
cell_09,68.5,0.8104
cell_09,69.0,0.7773
cell_09,69.5,0.8104
cell_09,70.0,0.8382
cell_09,70.5,0.8146
cell_09,71.0,0.8115
cell_09,71.5,0.7833
cell_09,72.0,0.7791
cell_09,72.5,0.8007
cell_09,73.0,0.7697
cell_09,73.5,0.8117
cell_09,74.0,0.7771
cell_09,74.5,0.7914
cell_09,75.0,0.7522
cell_09,75.5,0.78
cell_09,76.0,0.7621
cell_09,76.5,0.7374
cell_09,77.0,0.7927
cell_09,77.5,0.8127
cell_09,78.0,0.8005
cell_09,78.5,0.7896
cell_09,79.0,0.7657
cell_09,79.5,0.7882
cell_09,80.0,0.7946
cell_09,80.5,0.771
cell_09,81.0,0.7427
cell_09,81.5,0.7545
cell_09,82.0,0.7967
cell_09,82.5,0.7593
cell_09,83.0,0.6924
cell_09,83.5,0.7277
cell_09,84.0,0.7468
cell_09,84.5,0.7742
cell_09,85.0,0.7462
cell_09,85.5,-0.394
cell_09,86.0,0.7375
cell_09,86.5,0.707
cell_09,87.0,0.7346
cell_09,87.5,0.7277666666666667
cell_09,88.0,0.7209333333333333
cell_09,88.5,0.7141
cell_09,89.0,0.7304
cell_09,89.5,-0.0507
cell_09,90.0,0.7093
cell_09,90.5,0.7455
cell_09,91.0,0.6886
cell_09,91.5,0.7461
cell_09,92.0,0.7093
cell_09,92.5,0.7335
cell_09,93.0,0.6979
cell_09,93.5,0.7278
cell_09,94.0,0.7022
cell_09,94.5,0.7044
cell_09,95.0,0.7258
cell_09,95.5,0.7067
cell_09,96.0,0.7213
cell_09,96.5,0.7082
cell_09,97.0,0.7117
cell_09,97.5,0.7176
cell_09,98.0,0.7
cell_09,98.5,0.6855
cell_09,99.0,0.6931
cell_09,99.5,1.3079
cell_10,0.0,0.8166
cell_10,0.5,0.7847
cell_10,1.0,0.7934
cell_10,1.5,0.7872
cell_10,2.0,0.7628
cell_10,2.5,0.833
cell_10,3.0,0.8012
cell_10,3.5,0.801
cell_10,4.0,0.8377
cell_10,4.5,0.7982
cell_10,5.0,0.7909
cell_10,5.5,0.8032
cell_10,6.0,0.7851
cell_10,6.5,0.8146
cell_10,7.0,0.8003
cell_10,7.5,0.7976
cell_10,8.0,0.7959
cell_10,8.5,0.8056
cell_10,9.0,0.8094
cell_10,9.5,0.7973
cell_10,10.0,0.8006
cell_10,10.5,0.8061
cell_10,11.0,0.8041
cell_10,11.5,0.8084
cell_10,12.0,0.7942
cell_10,12.5,0.8278
cell_10,13.0,0.8097
cell_10,13.5,0.7977
cell_10,14.0,0.8146
cell_10,14.5,0.8062
cell_10,15.0,0.7731
cell_10,15.5,0.8145
cell_10,16.0,0.7873
cell_10,16.5,0.8264
cell_10,17.0,0.8029
cell_10,17.5,0.8233
cell_10,18.0,0.7951
cell_10,18.5,0.8091
cell_10,19.0,0.8319
cell_10,19.5,0.8024
cell_10,20.0,0.7959
cell_10,20.5,0.8208
cell_10,21.0,0.8204
cell_10,21.5,0.7968
cell_10,22.0,0.768
cell_10,22.5,0.7955
cell_10,23.0,0.8213
cell_10,23.5,0.8144
cell_10,24.0,0.8075
cell_10,24.5,0.7946
cell_10,25.0,0.7691
cell_10,25.5,0.7942
cell_10,26.0,0.8212
cell_10,26.5,0.7603
cell_10,27.0,0.8128
cell_10,27.5,0.784
cell_10,28.0,0.8199
cell_10,28.5,0.822
cell_10,29.0,0.8043
cell_10,29.5,0.8043
cell_10,30.0,0.7916
cell_10,30.5,0.9381
cell_10,31.0,1.1247
cell_10,31.5,1.1731
cell_10,32.0,1.2999
cell_10,32.5,1.312
cell_10,33.0,1.3858
cell_10,33.5,1.3867
cell_10,34.0,1.4445
cell_10,34.5,1.4441
cell_10,35.0,1.4609
cell_10,35.5,1.4777
cell_10,36.0,1.4567
cell_10,36.5,1.4347
cell_10,37.0,1.473
cell_10,37.5,1.4271
cell_10,38.0,1.4509
cell_10,38.5,1.4493
cell_10,39.0,1.4106
cell_10,39.5,1.4292
cell_10,40.0,1.4021
cell_10,40.5,1.3651
cell_10,41.0,1.3934
cell_10,41.5,1.3288
cell_10,42.0,1.3303
cell_10,42.5,1.3199
cell_10,43.0,1.3225
cell_10,43.5,1.3192
cell_10,44.0,1.3046
cell_10,44.5,1.275
cell_10,45.0,1.2521
cell_10,45.5,1.2086
cell_10,46.0,1.2065
cell_10,46.5,1.2561
cell_10,47.0,1.1723
cell_10,47.5,1.1819
cell_10,48.0,1.2093
cell_10,48.5,1.1797
cell_10,49.0,1.1835
cell_10,49.5,1.1655
cell_10,50.0,1.174
cell_10,50.5,1.1408
cell_10,51.0,1.1387
cell_10,51.5,1.1017
cell_10,52.0,1.1189
cell_10,52.5,1.0906
cell_10,53.0,1.081
cell_10,53.5,1.0997
cell_10,54.0,1.0919
cell_10,54.5,1.0999
cell_10,55.0,1.0911
cell_10,55.5,1.0696
cell_10,56.0,1.0098
cell_10,56.5,1.0738
cell_10,57.0,1.049
cell_10,57.5,1.0088
cell_10,58.0,1.0324
cell_10,58.5,0.9909
cell_10,59.0,1.0181
cell_10,59.5,0.9736
cell_10,60.0,0.9782
cell_10,60.5,0.99165
cell_10,61.0,1.0051
cell_10,61.5,0.985
cell_10,62.0,0.9678
cell_10,62.5,0.9264
cell_10,63.0,0.9598
cell_10,63.5,0.9701
cell_10,64.0,0.9486
cell_10,64.5,0.9502
cell_10,65.0,0.9428
cell_10,65.5,0.936
cell_10,66.0,0.94
cell_10,66.5,0.9293
cell_10,67.0,0.9599
cell_10,67.5,0.8833
cell_10,68.0,0.913
cell_10,68.5,0.9031
cell_10,69.0,0.9216
cell_10,69.5,0.9156
cell_10,70.0,0.9434
cell_10,70.5,0.9469
cell_10,71.0,0.8895
cell_10,71.5,0.9022
cell_10,72.0,0.9033
cell_10,72.5,0.8808
cell_10,73.0,0.9067
cell_10,73.5,0.8868
cell_10,74.0,0.8678
cell_10,74.5,0.8812
cell_10,75.0,0.8645
cell_10,75.5,0.903
cell_10,76.0,0.9181
cell_10,76.5,0.8828
cell_10,77.0,0.8781
cell_10,77.5,0.877
cell_10,78.0,0.8956
cell_10,78.5,0.8933
cell_10,79.0,0.866
cell_10,79.5,0.8716
cell_10,80.0,0.8779
cell_10,80.5,0.8404
cell_10,81.0,0.8858
cell_10,81.5,0.8946
cell_10,82.0,0.8817
cell_10,82.5,0.832
cell_10,83.0,0.8161
cell_10,83.5,0.8683
cell_10,84.0,0.8376
cell_10,84.5,0.8572
cell_10,85.0,0.8809
cell_10,85.5,0.8358
cell_10,86.0,0.8402
cell_10,86.5,0.8521
cell_10,87.0,0.8195
cell_10,87.5,0.83165
cell_10,88.0,0.8438
cell_10,88.5,0.8362
cell_10,89.0,0.8534
cell_10,89.5,0.8956
cell_10,90.0,0.8413
cell_10,90.5,0.8215
cell_10,91.0,0.8658
cell_10,91.5,0.8048
cell_10,92.0,0.808
cell_10,92.5,0.823
cell_10,93.0,0.8285
cell_10,93.5,0.821
cell_10,94.0,0.832
cell_10,94.5,0.8374
cell_10,95.0,0.8526
cell_10,95.5,0.8323
cell_10,96.0,0.8186
cell_10,96.5,0.8495
cell_10,97.0,0.8122
cell_10,97.5,0.7953
cell_10,98.0,0.8515
cell_10,98.5,0.8496
cell_10,99.0,0.8104
cell_10,99.5,0.8177
cell_11,0.0,0.8657
cell_11,0.5,0.8092
cell_11,1.0,0.8148
cell_11,1.5,0.8229
cell_11,2.0,0.8427
